timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673452651320,249,browse page,200,OK,tidal_users 1-29,text,true,,109458,124,39,39,https://www.twitch.tv/directory,129,0,0
1673452650838,732,browse page,200,OK,tidal_users 1-17,text,true,,109504,124,39,39,https://www.twitch.tv/directory,63,0,0
1673452651510,77,about page,200,OK,tidal_users 1-33,text,true,,65471,126,39,39,https://www.twitch.tv/p/en/about/,68,0,0
1673452651444,154,privacy policy page,200,OK,tidal_users 1-7,text,true,,67808,141,39,39,https://www.twitch.tv/p/en/legal/privacy-notice/,81,0,0
1673452651502,99,about page,200,OK,tidal_users 1-6,text,true,,65471,126,39,39,https://www.twitch.tv/p/en/about/,69,0,0
1673452651265,336,browse page,200,OK,tidal_users 1-26,text,true,,109518,124,39,39,https://www.twitch.tv/directory,66,0,0
1673452651262,354,careers page,200,OK,tidal_users 1-18,text,true,,40013,123,39,39,https://www.twitch.tv/jobs/en/,343,0,0
1673452651442,178,about page,200,OK,tidal_users 1-5,text,true,,65471,126,39,39,https://www.twitch.tv/p/en/about/,111,0,0
1673452651297,324,about page,200,OK,tidal_users 1-16,text,true,,65471,126,39,39,https://www.twitch.tv/p/en/about/,63,0,0
1673452651552,76,browse page,200,OK,tidal_users 1-35,text,true,,109534,124,38,38,https://www.twitch.tv/directory,56,0,0
1673452651367,284,browse page,200,OK,tidal_users 1-30,text,true,,109532,124,39,39,https://www.twitch.tv/directory,66,0,0
1673452651588,72,privacy policy page,200,OK,tidal_users 1-33,text,true,,67808,141,39,39,https://www.twitch.tv/p/en/legal/privacy-notice/,67,0,0
1673452651501,189,about page,200,OK,tidal_users 1-27,text,true,,65471,126,40,40,https://www.twitch.tv/p/en/about/,83,0,0
1673452651569,121,about page,200,OK,tidal_users 1-34,text,true,,65471,126,40,40,https://www.twitch.tv/p/en/about/,61,0,0
1673452651570,124,about page,200,OK,tidal_users 1-17,text,true,,65471,126,40,40,https://www.twitch.tv/p/en/about/,66,0,0
1673452651420,274,HomePage,200,OK,tidal_users 1-37,text,true,,110311,115,40,40,https://www.twitch.tv/,194,0,131
1673452651475,222,browse page,200,OK,tidal_users 1-25,text,true,,109488,124,40,40,https://www.twitch.tv/directory,77,0,0
1673452651601,100,privacy policy page,200,OK,tidal_users 1-6,text,true,,67808,141,40,40,https://www.twitch.tv/p/en/legal/privacy-notice/,66,0,0
1673452651622,105,privacy policy page,200,OK,tidal_users 1-16,text,true,,67808,141,40,40,https://www.twitch.tv/p/en/legal/privacy-notice/,77,0,0
1673452651620,144,privacy policy page,200,OK,tidal_users 1-5,text,true,,67808,141,41,41,https://www.twitch.tv/p/en/legal/privacy-notice/,83,0,0
1673452651695,80,browse page,200,OK,tidal_users 1-37,text,true,,109473,124,41,41,https://www.twitch.tv/directory,59,0,0
1673452651691,87,privacy policy page,200,OK,tidal_users 1-34,text,true,,67808,141,41,41,https://www.twitch.tv/p/en/legal/privacy-notice/,73,0,0
1673452651570,221,about page,200,OK,tidal_users 1-29,text,true,,65471,126,41,41,https://www.twitch.tv/p/en/about/,129,0,0
1673452651630,167,about page,200,OK,tidal_users 1-35,text,true,,65471,126,41,41,https://www.twitch.tv/p/en/about/,57,0,0
1673452651695,106,privacy policy page,200,OK,tidal_users 1-17,text,true,,67808,141,41,41,https://www.twitch.tv/p/en/legal/privacy-notice/,87,0,0
1673452651354,454,HomePage,200,OK,tidal_users 1-36,text,true,,110326,115,41,41,https://www.twitch.tv/,199,0,138
1673452651602,227,about page,200,OK,tidal_users 1-26,text,true,,65471,126,42,42,https://www.twitch.tv/p/en/about/,84,0,0
1673452651652,180,about page,200,OK,tidal_users 1-30,text,true,,65471,126,42,42,https://www.twitch.tv/p/en/about/,79,0,0
1673452651775,69,about page,200,OK,tidal_users 1-37,text,true,,65471,126,42,42,https://www.twitch.tv/p/en/about/,60,0,0
1673452651414,431,careers page,200,OK,tidal_users 1-23,text,true,,40013,123,42,42,https://www.twitch.tv/jobs/en/,410,0,0
1673452651697,151,about page,200,OK,tidal_users 1-25,text,true,,65471,126,41,41,https://www.twitch.tv/p/en/about/,131,0,0
1673452651487,362,HomePage,200,OK,tidal_users 1-38,text,true,,110296,115,41,41,https://www.twitch.tv/,209,0,133
1673452651554,296,HomePage,200,OK,tidal_users 1-39,text,true,,110335,115,41,41,https://www.twitch.tv/,192,0,132
1673452650867,984,browse page,200,OK,tidal_users 1-14,text,true,,109518,124,41,41,https://www.twitch.tv/directory,174,0,0
1673452651363,500,careers page,200,OK,tidal_users 1-8,text,true,,40013,123,41,41,https://www.twitch.tv/jobs/en/,484,0,0
1673452650832,1035,HomePage,200,OK,tidal_users 1-28,text,true,,110355,115,40,40,https://www.twitch.tv/,690,0,634
1673452651691,189,privacy policy page,200,OK,tidal_users 1-27,text,true,,67808,141,40,40,https://www.twitch.tv/p/en/legal/privacy-notice/,88,0,0
1673452651443,438,careers page,200,OK,tidal_users 1-1,text,true,,40013,123,40,40,https://www.twitch.tv/jobs/en/,383,0,0
1673452651324,560,careers page,200,OK,tidal_users 1-21,text,true,,40013,123,39,39,https://www.twitch.tv/jobs/en/,543,0,0
1673452651798,138,privacy policy page,200,OK,tidal_users 1-35,text,true,,67808,141,39,39,https://www.twitch.tv/p/en/legal/privacy-notice/,70,0,0
1673452651420,519,careers page,200,OK,tidal_users 1-24,text,true,,40013,123,39,39,https://www.twitch.tv/jobs/en/,446,0,0
1673452651631,309,HomePage,200,OK,tidal_users 1-40,text,true,,110343,115,39,39,https://www.twitch.tv/,193,0,137
1673452651558,396,careers page,200,OK,tidal_users 1-12,text,true,,40013,123,38,38,https://www.twitch.tv/jobs/en/,303,0,0
1673452651371,590,careers page,200,OK,tidal_users 1-3,text,true,,40013,123,38,38,https://www.twitch.tv/jobs/en/,552,0,0
1673452651809,158,browse page,200,OK,tidal_users 1-36,text,true,,109450,124,37,37,https://www.twitch.tv/directory,128,0,0
